Tweet,Actual label,Predicted label
"@mwnm &gt; lucky you. Missed our local farmers market last Sat, so have to wait a whole month",0,1
@ ctayah happy birthday! How old?,1,1
It's official I need a new case my iPhone : I have gone through 3 or 4,0,1
"Code must fit within 80 columns. I don't care what language. If it doesn't, make it fit. There's no debate.  Buh!",1,1
"@SmooVeShaBazz nada how and where you been? and my sister candy? whats good, str8 rolled out and left me in dis world",0,0
Damn I missed the deadline for this typographic tattoo exhibition  http://bit.ly/KxMoU,1,1
"waking up feeling great, now time to a meditate... i wake up knowing that my day has already unfolded perfectly",1,1
Sad to hear about the passing of Ed McMahon.    I always wanted him to bring me one of those big checks.,0,0
@PopWansel &amp;&amp; Thaaanksz,1,1
I just started a new Twitter account. The old one didn't work out.,0,0
I wish it would stop raining... I can' hear Amber.,0,0
"Alright, time for me to get that snuggle on. Don't be jealous.....much.",1,1
@andrewfenn cwjobs.com lots of jobs but 90% are recruiters,0,1
"@AdieArmstong I don't think we need worry about it and anyway Adie, we'll have our hats, they can protect us from everything  xx",1,1
homee...with mucho dolor!,0,1
i didnt feel like driving  @simplyfree7,0,0
@RealHughJackman my friend your movie was extremely epic! I'm an aspirig actor so maybe we can do a movie one day,1,1
"@nessie_111 not bad thanks, planning bbq and looks like quite alot of peeps are turning up.",1,1
Omg my stomach is touching my back,0,0
Tonight am invited at Radio Cluj to talk about a Green Action sustained by us - CFR Park. 22:00 hrs. Green rulz,1,1
"#BGT on the box soon, hopefully th Boil that is Susan (maybe that should be boyle) wont win  Stavros Flatley for the chequered flag!",1,1
@Tiny_Winchester WhaÃ¢â¬Â¦Ã¢â¬Â¦Ã£â¬â¬Didn't Indiana Jones end? I thought 4 was the final.  Ã£?âÃ£ââÃ£?Â°Ã£ââÃ£?Â¯Ã£â¬?BPR,1,0
Petit footing bien sympa...  A refaire !!,1,1
@bananaclipse Thank u! How have you been You never talk to me anymore,0,0
Watching cartoons with Floyd. Want to bake something but no flour,0,0
http://bit.ly/u1Db6 via @addthis Please this issue needs attention. Help be part of the solution!,1,1
im sick of homework ...   .. there are more 10 pages ... 18 or 20 i guess,0,0
"looking forward to playing at air conditioned supper club in venice tonight w/ beth jean, dan holman &amp; olaf thomsen...&amp; hang w/ friends",1,1
@chrisMibacache lol drawing coool  um studying &amp; sleeping early cos im heaps tired,0,0
is just plain sad.  http://plurk.com/p/x7brg,0,1
@samiamagirl I wanted to see The Audition on Sunday but its father's day  and my grandpa would be mad,0,0
has to find a job tomorrow  someone just whisk me away to california please..,0,0
"http://twitpic.com/67rzo It's Brandy's big day going to loose most of his teeth  a couple of rough days ahead, very infected poor lad",0,1
"@arjbarker http://twitpic.com/3l8cg - You're dressing room F, he's room E. I think we know who comes first",1,1
Just off to take the kids to school - HURRAH!!!,1,1
@biphenyl walked all over mAker faire both days and never saw yr booth.,0,0
to the hospital now for the blood sugar test. haven't eaten since dinner  after the test let's go eat pizza and lotsa ice creeeam!!!,0,0
@lafinguy You're a good and wise man!,1,1
"Just when I think I'm starting to get better, the pain killers wear off.",0,0
"@AleciaLouise I checked , looks cool",1,1
"Just yelled &quot;Goddamn, I hate this mother fucking son of a bitch!&quot; And I meant it.",0,0
@PhxMike YES! He has to learn not to do that. Its so hard to get cats and esp kittens to not claw stuff,0,0
@grggmlss i've sent most of my stuff home now...still got walls full of pictures though,0,0
My spies are being quiet tonight,0,0
"@MicHELLeYEAH It was over much too soon though  You have plenty of dvds, VHS I could watch in the not to distant future?",0,1
"Everyone over at @coldplay has started tweeting. Well, except Chris and Jonny anyway. Way to go, guys!",1,1
iPhone 3.0 is still being released today. Sorry for my inaccurate tweets. I just wish they woulda gave us a time with the date  SUPER LAME,0,0
Mom's can be sooo annoying...but they only want the best for you,1,1
im scared of thunder,0,0
"Wow... Airbus 380, take me away!  http://bit.ly/63feh",1,1
I need a new fm transmitter for my ipod...... now I can't listen to it in my car,0,0
"@KrisAllenmusic Hey, you are son adorable!! Your wife must be so proud.",1,1
"@pythons it's a PT cruiser, sort of named itself  sad but moving on to custom skate. Might call it Rolly :p",1,1
@lilmiss_xo oh i see sounds great so how do u feel being a up and coming aunt? Aunt Ally has a good ring to it,1,1
is playing the Aion beta  !!! Man I'm a nerd,0,0
@MrBenzedrine but its too hard and too fast for me  i cant think of good ideas quick enough.,0,0
This Water Horse movie is totally making me want to go to Scotland. I want a water horse  lol,0,0
watching food network and myspacing wishing a chef would make me some mexically foodizzle. mehhh,0,0
@ShelbyStardust the dazzle thing!,1,1
@kirstenwright oh. burst. my. bubble. bummed. now.,0,0
"@mileycyrus  hey, could you follow me, please?!",1,1
"is not feeling 100% today. The surgeon predicted more pain on days 4, 5 an 6 and he was oh, so sorely correct.  #fb",0,0
Waking up... working on... good day to all of u,1,1
what DOES one do with a &quot;worhaholic&quot; who never seems to leave his/her job?,0,1
@Glasgowlassy she sounds fab  @violetscruk,1,1
@llajjs5 no b needs help with lily biach,0,0
I'm sick now  Why me ?!,0,0
I miss my hubby.  when is if coming home to me!,0,0
I'm feeling better now that I have something in my tummy,1,0
arabsodmg heeyy  whassup?,1,0
yoville on facebook,1,1
My Bday Celebrations.......... yummy cake cutting time,1,1
@ChristyDH aye this is a new one. I'll get onto it today. How was last night? I was bolloxed from saturday. Railway was rammed though.,1,0
Cat on knee is dribbling and purring. I missed having cats around.,1,0
you should've booked a flight.,1,0
@sheszladii okk I'm trying it.. Thanks,1,1
@WoahOhJessica omg i found these emails from when i went to norway bymyself that we sent eachother. we were such epic losers.,0,0
@brewstermax No I don't... I wasn't allowed to buy the iPhone Dev Program  (So I use the free one.),0,0
had some good aim &amp; phone convos today. RIP to my MacBookPro. SMH. it just won't start up anymore,0,0
@mrjay000 n-a mai venit andutzu...cred k s-a suparat,0,0
@LynneHutcheson awwwww tht sux   how long do u think russ will be in the uk for????,0,0
@rubengotswag THATS COOL  add me on myspace.com/giuliettinna,1,1
@hottieann2145 you live in AJ me too,1,1
Think I have sorted out my 1 page form with image uploading,1,0
@SoCockii yeah but only in the day time . . . Sadly I work night shift.,0,0
Does nowhere in Central London open before 09.30? How incredibly dull,0,0
Twilight came this morning  thats what i'll be watching tonite!,1,1
"@renmaldita Di ako invited?  @mzmraz hehe! ei bday ko labas\ tayo, ha! still deciding if the 10th or 18th hehehe!",0,1
looking forward to rocking out with Guitar Hero Metallica later \m/ thanks to @LauraMMurphy,1,1
@hbic_mommajo lol.. well mine is cute,1,1
@clicktokill i just saw the bday greeting but THANK YOU!!,1,0
That was not as good a morning as I expected... I need to stop snoozing more than an hour or my damn alarm won't go off anymore,0,0
@liamisalive oh dear. Thats frightening.,1,1
"Just added myself to the Twitter Directory, you should too  http://justtweetit.com/graphic-designers/",1,1
@PerezHilton Get them to join twitter!,1,1
"Website up and running, changed web host",1,0
@ddlovato owr family own a jehtskii (: buht ihts winter over here so ihave too wait till summer  jetskis are so fun.,0,0
P.S. I'm with @iam5foot8,1,1
@beatlesnumber9,1,1
@rich_evans will follow and spread the word about @intimid8 later tonight when I get home.,1,1
@brionyqueen haha i only got one  however I have decided he can take pride of place on my wall.,0,1
"@bobbythomas1 well said some use twitter for chatting, others keeping in touch etc. just do things for u, not others  aka u dont have to..",1,1
My cat is missing.,0,0
@william_control you were amazing tonight! loved every second of it!  xxxxx,1,1
I need a new bg,0,0
i'm so beyond dead tired. z zz zzz work at 11am,0,0
Getting ready to go to church with grandma,1,1
I was thinking we should have a gay cowboy party in honor of Val's starring performance in Titus.: ) And because I love Brokeback Mountain..,1,1
"@rabidchinagirl your freedom from work was not long for this world, get back to work like the rest of us.",0,1
i really really need to start working actually  Ã¢â¢Â« http://blip.fm/~8uoky,0,1
@katiegb_78 awe no time 4 play  ;) and thats good i dropped my bff 2 the airport as u noticed readin my tweets,0,0
"@LaurenConrad is the reason I watch the Hills  Hopefully, leaving the show she can do better, bigger things! LOVE YOU LC!",0,1
Back of my neck and part of head seems to be on fire. And I hate it. I'm not feeling well (again),0,0
wanna be outside more than anything! but no one wants to be outside with me,0,0
Sad about so you think you can dance... Max should not have gone.  siiigh. But I love my own asian personal chef.,0,1
@JustStephy thanks babe im gonna do my best and hope ppl like it  u rock!,1,1
@VelveteenMind And I thought I was the only one that did the movie escape thing! I have some seen some shitass movies that way.,1,0
@luckygnahhh me too  man those pictures are rough,0,0
@a_certaindeath  I'm sorry,0,0
cant find my cardigan  = cold,0,0
@theteamcolours check out the google logo,1,1
@Ellavemia didnt I already say how hungry i am? No time for eating,0,0
Feeling really jaded cause no-one ever watches my live shows  lol nevermind my vlogs are way better anyway.,0,0
I can't sleep!! I'm sooooooo cold!,0,0
"@antiblank It's possible, but I don't know how soon that could happen ... We're still working on getting one going and working well.",1,1
"@aaronshapiro what happened to your window A/C? I had one desk fan on, and I put my monster fan in my room too, which dried my throat out",0,0
@FlissTee yes unfortunately - but at least there are still a few hours left lol - can't wish my life away,1,0
@AussieJBlover89 @kaseyRSM @SallytheShizzle @honey1009 Hey-lo!! I posted the url to our video on Melbourne Meet. Hope you like it,1,1
"Hey, my TweetDeck doesn't want to show anything, I was using it but now all groups are gone, &amp; just a black blank deck.",0,0
Was gonna give blood lk a good girl but my iron is too low,0,0
@gley10 OMG OMG OMG OMG OMG OMG!!!!! GUESS WHO MIGHT BE GOING TO GEORGA TO SEE YOU!?!?  BTW-MY CELL IS DEAD.  ILL TEXT YOU SOON! &lt;3,0,1
@carissagrace tell me bby  im sorry. Ily.,0,0
@paranoiaattackx lol but no really u r pretty cute lolxz,1,0
AFTERNOON ALL ...wish someone had told me the grand prix was on this weekend BEFORE I agreed to drive down to Hertfordshire!!!,0,0
Watching star trek with @eternalpal and tuan our best man,1,1
@daaaanii exacto!,0,1
"@dazzleme18 Ive missed you, too! Same ol same ol, minus the Anooping and Trooper chat!  lol You??",0,1
im so paranoid. oh godddd. i need to sleep and i cant,0,0
"@Troyboy300 It was actuay pretty intresting, but I got super mad when it cut into SVU. Luckily I didn't miss much",1,0
@butterballs_mc Did you get a copy of THE TAKEOVER EP yet?!,1,1
@MacKenzieFox sun just doesnt wanna come out today....,0,0
Just had a bath  Though now my arm is starting to hurt too...nowhere near as bad as the hip/leg though.,1,0
@jackgrayCNN pile of pancakes + ice cream melting on top =Mmmm,1,1
"'Bout to leave for Lubbock. 2  hour car drive -ALONE- with my Grandma... Oh, Gosh",0,0
Can't sleep  i'll pay for it big time tomorrow!,0,0
@nancyhan77 thanks ma!  now do some ( a lot) of prayers for me for the next two weeks hahaha,1,1
hangover time. the best time of day,0,0
@YADDIE15 heyya gurlie!! whats up?,1,0
@folterclothing -Do you need to hire any booth help? I am available and have years of experience working at trade shows. DM me.,1,1
"the only things i like about monday is tht i dont have sport and desperate housewives  its so interesting and bitchy, my type of show lol",1,0
